dataset_description,dataset_issued,dataset_modified,dataset_title,download_url,end_date,file_description,file_issued,file_modified,file_title,format,info_url,licence,publisher,source,start_date
"A unique collection of original maps and plans created by real estate firms from 1850s to mid 1900s from the State Library of Queensland.

The first version of this dataset includes descriptive information and links for 165 digitised maps. The February 2018 version includes descriptions, geographic coordinates and links for 798 digitised maps.

Estate maps can give information about land subdivisions, including how the land was subdivided, when it was first auctioned, who the surveyors were and who sold the land. They are useful for investigating the history of urban land areas.

The maps are predominantly from Brisbane but also cover some regional areas of Queensland such as the Gold and Sunshine Coasts.",2013-05-12T11:06Z,2019-03-20T04:50:25Z,State Library of Queensland - Real estate maps,http://data.gov.au/storage/f/2013-05-12T210534/tmpXineAZNASLA_estate_maps_PA.xml,,,2013-05-12T11:06:12Z,2013-05-12T17:12:19Z,NASLA_estate_maps_PA.xml,XML,https://data.gov.au/data/dataset/67469c5e-f43d-4f4f-ae7b-220c2c37fdb2,Creative Commons Attribution 3.0 Australia,State Library of Queensland,data.gov.au,
"Soldiers of World War 1 who were members of the Commercial Travellers Association of Queensland had their portraits published in the association’s journal the Australasian Traveller published between 1914 and 1920. 

State Library of Queensland has digitised all of these portraits. Anyone can search, view, and download a high resolution digital file of any of the portraits in One Search, our catalogue. To search for an individual soldier, visit our catalogue: https://bit.ly/2LzeruV",2018-07-26T06:41:22Z,2019-03-20T04:13:15Z,State Library of Queensland - Portraits of WW1 soldiers from the Australasian Traveller,https://data.gov.au/data/dataset/abe0b491-263c-447c-aa4f-b22e3e3d0c6a/resource/f8693f43-5938-486f-8787-0aaad288ac1c/download/soldier_portraits_australasian_traveller.csv,1920-01-01T00:00Z,"Soldiers of World War 1 who were members of the Commercial Travellers Association of Queensland had their portraits published in the association’s journal the Australasian Traveller published between 1914 and 1920. 

State Library of Queensland has digitised all of these portraits. Anyone can search, view, and download a high resolution digital file of any of the portraits in One Search, our catalogue. To search for an individual soldier, visit our catalogue: https://bit.ly/2LzeruV",2018-07-26T06:42:49Z,2018-07-26T06:42:48Z,Portraits of WW1  soldiers - Australasian Traveller,CSV,https://data.gov.au/data/dataset/abe0b491-263c-447c-aa4f-b22e3e3d0c6a,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,1914-01-01T00:00Z
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/1f5f67b8-b0f7-4620-8e5a-d765d057e222/download/indigenous-languages-word-lists.docx,,"Information about the Indigenous word lists dataset,
Note: Aboriginal and Torres Strait Islander languages are oral languages that have only been written since European settlement; there may be several variations in spelling and pronunciation. Always consult your local Indigenous groups, including custodians of land and language.",2017-09-14T09:36:26Z,2017-09-13T23:36:26Z,Explanatory Information,DOCX,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ec6accc5-07d9-44d3-bf6d-0b363a73f3ef/download/barunggam.csv,,This is a list of words of body parts in the Barunggam language.,2017-09-14T09:34:06Z,2017-09-13T23:34:06Z,Barunggam word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/3e39dd7d-e777-4f47-9160-95aaca34bff5/download/bris-animal-words.csv,,This is a list of animals in Brisbane Indigenous languages.,2017-09-14T10:05:06Z,2017-09-14T00:05:05Z,Brisbane animal words,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/35350512-a668-4bde-a58c-46092a07d1de/download/butchulla.csv,,This is a list of words of body parts in the Butchulla language.,2017-09-14T10:07:12Z,2017-09-14T00:07:11Z,Butchulla word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/b86e4743-d65b-4f68-935a-1c57480cde3e/download/dharumbal.csv,,This is a list of words of body parts in the Dharumbal language.,2017-09-14T10:13:15Z,2017-09-14T00:13:14Z,Dharumbal word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/81f76d7f-4ada-40c3-976c-6a24b459b1e0/download/duungidjawu.csv,,This is a list of words of body parts in the Duungidjawu language.,2017-09-14T10:14:49Z,2017-09-14T00:14:48Z,Duungidjawu word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/a0ca1aee-e886-4ea1-978a-f0c80d4558be/download/gooreng.csv,,This is a list of words of body parts in the Gooreng language.,2017-09-14T10:16:03Z,2017-09-14T00:16:03Z,Gooreng word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/2d2ef02c-1c89-4011-91ba-a4d6e95551df/download/gunggari.csv,,This is a list of words of body parts in the Gunggari language.,2017-09-14T10:17Z,2017-09-14T00:17Z,Gunggari word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/92fde7ae-f2e8-484e-81db-f717cc5d2707/download/kala-kawaw-ya.csv,,This is a list of words of body parts in the Kala-kawaw-ya language.,2017-09-14T10:19:07Z,2017-09-14T00:19:07Z,Kala-kawaw-ya word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ab7ab13e-a66c-4a50-b5d2-034e4a0683bc/download/kuku-yalanji.csv,,This is a list of words of body parts in the Kuku-yalanji language.,2017-09-14T10:20:48Z,2017-09-14T00:20:47Z,Kuku-yalanji word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/91dbac9b-d853-424e-8ce0-29a8bc74399b/download/nggerikudi.csv,,This is a list of words of body parts in the Nggerikudi language.,2017-09-14T10:21:57Z,2017-09-14T00:21:57Z,Nggerikudi word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/c06c3742-d9df-4eb4-9264-21bba62a1a2a/download/nggerrikwidhi.csv,,This is a list of words of body parts in the Nggerrikwidhi language.,2017-09-14T10:24:58Z,2017-09-14T00:24:58Z,Nggerrikwidhi word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/2483d545-8104-4709-8f11-af53207dbb6e/download/numbers.csv,,This is a list of numbers in Indigenous languages.,2017-09-14T10:26:38Z,2017-09-14T00:26:38Z,Number word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/a02450ec-15b2-4185-a973-c8868e70e928/download/say-gday.csv,,This is a list of greetings in Indigenous languages.,2017-09-14T10:27:59Z,2017-09-14T00:27:59Z,Say g'day word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/7cd323ec-0c67-4994-a52b-d3f04be0fd74/download/tsi-words.csv,,This is a list of everyday words used in the Torres Strait Islands.,2017-09-14T10:29:36Z,2017-09-14T00:29:36Z,Torres strait islander word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/da3ac749-840a-479d-9466-09eb8d6e389d/download/turubal.csv,,This is a list of words of body parts in the Turubal language.,2017-09-14T10:34:25Z,2017-09-14T00:34:25Z,Turubal word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/dfa3b2cc-0788-456a-b132-2db687b6257a/download/wakka-wakka.csv,,This is a list of words of body parts in the Wakka- Wakka language.,2017-09-14T10:35:24Z,2017-09-14T00:35:24Z,Wakka-wakka word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/c340e92d-ed7f-478e-ab7e-d79137441327/download/warrgamay.csv,,This is a list of words of body parts in the Warrgamay language.,2017-09-14T10:36:44Z,2017-09-14T00:36:44Z,Warrgamay word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/4ea75e17-cb1e-473e-9b6b-c0227b1fa787/download/yugambeh.csv,,This is a list of words of body parts in the Yugambeh language.,2017-09-14T10:38Z,2017-09-14T00:38Z,Yugambeh word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/34b5f663-6c32-4ad9-8f8e-7f63ce5156f2/download/yugarabul.csv,,This is a list of words of body parts in the Yugarabul language.,2017-09-14T10:39:22Z,2017-09-14T00:39:22Z,Yugarabul word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ea4031e6-dc7a-4584-ac38-482f570a9637/download/yuggera.csv,,This is a list of words of body parts in the Yuggera language.,2017-09-14T10:40:16Z,2017-09-14T00:40:15Z,Yuggera word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
"Lists of words from Queensland Aboriginal and Torres Strait Islander languages collated by State Library of Queensland through an Aboriginal and Torres Strait Islander languages project. The lists include body parts in a number of languages – Barunggam, Butchulla, Duungidjawu, Dharumbal, Gooreng Gooreng, Gunggari, Kala Kawaw Ya, Kuku Yalanji, Nggerrikwidhi, Tutubul, Warrgamay, Waka Wakka, Yugarabal, Yuggera and Yugambeh.  There are also animal lists, numbers, Torres Strait everyday words and how to say g’day in various languages. 
If you do not want to download the open data set for reuse, the website version is more user friendly http://www.slq.qld.gov.au/resources/atsi/languages/word-lists",2017-09-13T23:29:51Z,2018-07-02T03:26:54Z,State Library of Queensland - Aboriginal and Torres Strait Islander languages word lists,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ad345bd7-8544-4ff4-9b0e-8225b4050f6f/download/yuwaalaraay.csv,,This is a list of words of body parts in the Yuwaalaraay language.,2017-09-14T10:41:26Z,2017-09-14T00:41:25Z,Yuwaalaraay word list,CSV,https://data.gov.au/data/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,Creative Commons Attribution 4.0 International,State Library of Queensland,data.gov.au,
