source,organisation,author,created,last_modified,package_title,file_title,date_from,date_to,description,format,licence,info,url,status
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-05-28T05:32:02.763698,2015-05-28T05:32:02.763698,Oronsay immigration 1925 to 1972,Oronsay immigration 1925 to 1972,,,"Th open data file lists the names of nominated and assisted immigrants who sailed for Queensland on the Oronsay between the years 1925 and 1972. Information also includes age, file number, certificate number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344/resource/fbdbc235-45c3-4f55-96c4-29acfdd04c86/download/oronsay-immigration-1925-1972.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-06-25T20:41:04.137259,2013-06-25T20:41:04.137259,Passage certificates 1887 to 1906,Passage certificates 1887 to 1906,,,"This open data file lists the names of applicants and nominees as recorded in the register of passage certificates kept by the Sub-Immigration Agent, Warwick. Details include the type of nomination, date of application, receipt number and Queensland State Archives' catalogue details.
",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/8a682383-88a8-4799-8c18-3845040daef3,https://data.qld.gov.au/dataset/8a682383-88a8-4799-8c18-3845040daef3/resource/c0127f32-3ebe-4aea-b360-b3e5cfcda6f3/download/passage-certificates-1887-1906.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-10-14T06:15:41.033181,2013-10-14T06:15:41.033181,Passport registers 1926 to 1939,Passport Clearance Register 1926 to 1935,,,"This open data file lists the names of immigrants as recorded in the passport clearance register between 1926 and 1935. Information also includes the name of the ship/vessel, date of arrival and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/fc87f25a-dc02-4802-910f-bc72eb5ed70e,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/PassportClearance1926-1935.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-10-14T06:20:40.474897,2013-10-14T06:20:40.474897,Passport registers 1926 to 1939,Passport Receipts 1930 to 1939,,,"This open data file lists the names of immigrants as recorded on the passport receipts issued by the Immigration Department, Brisbane, between 1930 and 1939. Information also includes the certificate number, name of the ship/vessel, date of arrival and Queensland State Archives' catalogue details.
",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/fc87f25a-dc02-4802-910f-bc72eb5ed70e,http://www.archives.qld.gov.au/Researchers/CollectionsDownloads/Documents/PassportReceipts1930-1939.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-11T23:47:35.449465,2017-01-11T23:47:35.449465,Passport registers 1926 to 1939,Passport clearances 1923 to 1940,,,"This open data file lists the names of immigrants as recorded in the passport clearance register between 1923 and 1940. Information also includes the name of the ship/vessel, date of arrival and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/fc87f25a-dc02-4802-910f-bc72eb5ed70e,https://data.qld.gov.au/dataset/fc87f25a-dc02-4802-910f-bc72eb5ed70e/resource/5beccc15-89ec-4331-94dd-30d864cc5d12/download/passport-clearances-1923-1940.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-11-03T05:02:07.517622,2014-11-03T05:02:07.517622,Reformatory School for Boys admissions 1871 to 1906,Reformatory School for Boys admissions 1871 to 1906,,,"This open data file lists the names of boys who were admitted to the industrial and reformatory school, due to neglect (i.e. neglected boys) or on conviction for a crime, in Toowoomba and Brisbane for the period 1871 to 1906. Information also includes the age, date of admission, admission number and Queensland State Archive’s catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/42636bbc-0d97-4385-8cca-80f56025db08,https://data.qld.gov.au/dataset/42636bbc-0d97-4385-8cca-80f56025db08/resource/efe812eb-c3ea-4713-8536-b5f436690dce/download/westbrook-reformatory-admission-registers-1871-1906.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2016-09-08T02:07:13.234508,2016-09-08T02:07:13.234508,Register of Court Fees Marburg 1885 to 1908,Register of Court Fees Marburg 1885 to 1908,,,"This open data file alphabetically lists the names of defendants and plaintiffs at the Court of Petty Sessions, Marburg, during the period 1885 to 1908. Information also includes the offence, date, page and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/72290732-3960-486d-9ef0-05c3634f58f8,https://data.qld.gov.au/dataset/72290732-3960-486d-9ef0-05c3634f58f8/resource/7e5f93ca-e956-4a27-a8ae-51fbb0e15f42/download/register-of-fees-marburg-court-petty-sessions-1885-1908.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-10-15T01:27:13.375396,2013-10-15T01:27:13.375396,Register of immigrants 1864 to 1878,Register of immigrants 1864 to 1878,,,"This open data file lists the names of immigrants as recorded on their passage certificate application registered in Toowoomba between 1864 and 1878. Information also includes the names of the depositor/applicant, age of the immigrant, date of arrival and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/32e5cda7-dee5-4cc2-a5f5-88b9a04da882,https://data.qld.gov.au/dataset/32e5cda7-dee5-4cc2-a5f5-88b9a04da882/resource/0c976207-a184-4605-b171-a65a76a2ad2e/download/register-of-immigrants-1864-1878.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-10-15T01:21:47.651008,2013-10-15T01:21:47.651008,"Register of immigrants, Brisbane 1885 to 1917","Register of immigrants, Brisbane 1885 to 1917",,,"This open data file lists the names of immigrants who arrived at the Immigration Depot, Brisbane between 1885 and 1917. Information also includes the name of the ship, date of arrival and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/f6c0b435-5c62-41ad-bce0-3e89e9ca9e63,https://data.qld.gov.au/dataset/f6c0b435-5c62-41ad-bce0-3e89e9ca9e63/resource/54d9a8e4-8b5b-41fa-86ad-b94a40d1991a/download/register-of-immigrants-arriving-at-brisbane-1885-1917.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-01-05T23:18:10.853568,2014-01-05T23:18:10.853568,Register of land sold 1842 to 1859,Register of land sold 1842 to 1859,,,"This open data file lists the names of people who purchased land sold in what became the Colony of Queensland. Information also includes the date of sale, lot number, the parish, town or place and Queensland State Archives’ catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d/resource/f53dfd13-970a-45ac-9567-d7c8fc2652b6/download/register-of-land-sold-1842-1859.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-01-05T23:22:58.160572,2014-01-05T23:22:58.160572,Register of lands 1861 to 1868,Register of lands 1861 to 1868,,,This open data file lists the names of people and businesses who purchased Crown Land in Queensland that had been opened as a selection or agricultural reserve between 1861 and 1868. Information also includes the lease number and Queensland State Archives’ catalogue details.,csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/6503746b-18e0-48d7-a9a3-a42ee9b3152e,https://data.qld.gov.au/dataset/6503746b-18e0-48d7-a9a3-a42ee9b3152e/resource/e1afdc88-d43a-4c30-bfa3-5f02cd2862ec/download/register-of-lands-1861-1868.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-03-20T23:24:05.721013,2014-03-20T23:24:05.721013,Register of lands sold 1849 to 1861,Register of lands sold 1849 to 1861,,,"This open data file lists the names of purchasers of lands sold or selected between 1849 and 1861 at Ipswich, Brisbane, Warwick, Drayton, Rockhampton, Dalby, Maryborough, Gayndah, Callandoon, Condamine and Gladstone as recorded by the Surveyor General’s Department. Information also includes the date, page number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/de65716c-2c81-4652-9bb9-b9d2f4cf53c8,https://data.qld.gov.au/dataset/de65716c-2c81-4652-9bb9-b9d2f4cf53c8/resource/0bbbd847-7b15-4a3f-9f26-7aea561d3905/download/register-of-lands-sold-1849-1861.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2016-04-06T06:57:08.631592,2016-04-06T06:57:08.631592,Register of pastoral holdings 1863 to 1880,Alphabetical register of Pastoral Holdings 1863-1880,,,"This open data file alphabetically lists the names of the early pastoral holdings, known as Stations, in Queensland and the names of the runs that were incorporated in them. Information also includes the Land Agent District, page number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071/resource/460e3f22-df6f-4a84-9b67-7fc4b412c9c1/download/alphabetical-register-of-pastoral-holdings-1863-1880.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-01-27T04:18:07.600163,2015-01-27T04:18:07.600163,Registers of immigrants 1882 to 1938,Registers of immigrants 1882 to 1938 A-K,,,"The open data file lists the names of passengers, with last names starting A-K,  arriving at various Queensland Ports as recorded in the registers of immigrants created by the Immigration Department for the period 1882 to 1938. Information also includes the ship, date of arrival, page number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/3b20c3ba-a9a9-4f39-b35a-9edb642fe6be,https://data.qld.gov.au/dataset/3b20c3ba-a9a9-4f39-b35a-9edb642fe6be/resource/2fd8cf6e-014c-4b6a-9b5d-14b778f58980/download/register-of-assisted-immigrants-1882-1938-a-k.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-12T00:39:49.914478,2017-01-12T00:39:49.914478,Registers of immigrants 1882 to 1938,Registers of immigrants 1882 to 1938 L-Z,,,"The open data file lists the names of passengers, with last names starting L-Z, arriving at various Queensland Ports as recorded in the registers of immigrants created by the Immigration Department for the period 1882 to 1938. Information also includes the ship, date of arrival, page number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/3b20c3ba-a9a9-4f39-b35a-9edb642fe6be,https://data.qld.gov.au/dataset/3b20c3ba-a9a9-4f39-b35a-9edb642fe6be/resource/6803f218-a168-4b35-8495-45a10a9dabe2/download/register-of-assisted-immigrants-1882-1938-l-z.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2016-10-06T04:39:13.499708,2016-10-06T04:39:13.499708,Rents payable on pastoral runs 1860 to 1911,Rents payable on pastoral runs 1860 to 1911 ,,,"This open data file alphabetically lists the names of the runs where payment of rent was recorded by the Department of Treasury during the period 1860 to 1911. Information also includes the pastoral district, date, page number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/aa426d46-3ec2-45cd-a80b-e0da3ffcc03f,https://data.qld.gov.au/dataset/aa426d46-3ec2-45cd-a80b-e0da3ffcc03f/resource/b60e7d00-9591-4688-b9f1-1015f6bbb55e/download/rents-payable-on-pastoral-runs-1860-to-1911.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-06-23T23:31:51.999156,2014-06-23T23:31:51.999156,Seamen 1882 to 1919,Seamen 1882 to 1919,,,"This open data file lists the names of seamen as kept in the registers of the Harbours and Rivers Department between 1882 and 1919. Information also includes the name of the ship, year and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/f2a5a173-f234-4234-9851-427adf3efc11,https://data.qld.gov.au/dataset/f2a5a173-f234-4234-9851-427adf3efc11/resource/9d20d789-8d9a-4371-8dd0-e79a6961f7e4/download/register-of-seamen-1882-1919.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2016-11-02T04:04:14.654205,2016-11-02T04:04:14.654205,Soldier Settlement ledgers 1917 to 1929,Soldier Settlement ledgers 1917 to 1929,,,"This open data file alphabetically lists the names of individual settlers from Coominya, Cecil Plains, Maria Creek and Mount Gravatt as recorded in the Soldier Settlement ledgers kept by the Lands Department during the period 1917 to 1929. Information also includes the locality, parish, block and sheet number, date and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/6a356f9d-5088-4969-81e6-1fab7c677917,https://data.qld.gov.au/dataset/6a356f9d-5088-4969-81e6-1fab7c677917/resource/18291d9f-29e6-40a3-8d98-515d89d56ca9/download/soldier-settlement-1917-1929.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2012-12-10T21:47:22.271943,2012-12-10T21:47:22.271943,St Helena prisoners 1863 to 1936,St Helena prisoners 1863 to 1936 ,,,"This open data file lists the names of prisoners held at St Helena Penal Establishment between 1863 and 1936. Information also includes aliases, the prison number, year and Queensland State Archives' catalogue details. ",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/4a4bb1af-54ab-45ef-8903-f755e2c02076,https://data.qld.gov.au/dataset/4a4bb1af-54ab-45ef-8903-f755e2c02076/resource/00927ffb-3ff7-4732-b209-744750541d38/download/st-helena-convict-1863-1936.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-12-18T01:26:23.740984,2015-12-18T01:26:23.740984,Stage licences 1891 to 1904,Stage licences 1891 to 1904,,,"This open data file alphabetically lists the locality for stage licences issued between 1891 and 1904, under the *New South Wales Theatres Act 1850*. Information also includes the name of the building, year and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/47757fba-12e5-4668-b8a7-f64e3a6d1e3d,https://data.qld.gov.au/dataset/47757fba-12e5-4668-b8a7-f64e3a6d1e3d/resource/0db9f486-d7e2-49bc-b511-0588d7d5724d/download/stage-licences-1891-1904.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-17T04:01:38.297839,2017-01-17T04:01:38.297839,Steam locomotive drawings and railway plans,Railway plans and sections 1865 to 1999,,,"This open data file provides description details for plans of Queensland Railway station buildings, residences, bridges and station equipment as kept by the Railway Department from 1865. Information also includes dates, department numbers and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/6f28db04-5568-4776-9359-28449a022bb7,https://data.qld.gov.au/dataset/6f28db04-5568-4776-9359-28449a022bb7/resource/ad207c4f-54a4-4ca4-a7f3-fec719cb2787/download/railway-plans-and-sections-1865-to-1999.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-17T03:49:11.513118,2017-01-17T03:49:11.513118,Steam locomotive drawings and railway plans,Steam locomotive drawings 1864 to 1966,,,"This open data file provides description details for working drawings of most classes of Queensland Railway steam locomotives operated since 1864. Information also includes dates, department numbers and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/6f28db04-5568-4776-9359-28449a022bb7,https://data.qld.gov.au/dataset/6f28db04-5568-4776-9359-28449a022bb7/resource/95b87a96-ac50-4c0a-ab1f-a9a7419e7b3d/download/steam-locomotive-drawings-1864-to-1966.csv,200
data.qld.gov.au,Housing and Public Works,,2018-03-06T05:21:56.448653,2018-03-06T05:21:56.448653,Sugar Exemptions 1922-1923,Sugar Exemptions 1922-1923,,,"This series consists of a register kept by the Agriculture and Stock Department of Certificates of Exemptions granted (or refused) to Aliens under the Sugar Cultivation Act of 1913.

Under the Act it was unlawful for aliens who had not passed a dictation test to cultivate sugar cane, but regulations allowed for exemptions in certain circumstances. Agricultural and Stock Department, and certificates of exemption then issued.

Applications for exemption were made to the local Clerk of Petty Sessions and forwarded to the Agricultural and Stock Department, and certificates of exemption then issued.

Details entered in this register varied but generally included: certificate number (1 - 335), name, address (locality), Country (of origin), kind of certificate (exemption), registration number (correspondence annual running number). There are two refusals listed. Countries of origin included China (mostly), India, Malaya, South Sea, or Pacific Islands.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/359f31cd-92ca-453c-a539-09dc261856bb,https://data.qld.gov.au/dataset/359f31cd-92ca-453c-a539-09dc261856bb/resource/24ce53d0-fc77-4488-ba59-4cfb22a5a3dc/download/sugar-exemptions-1922-1923.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-06-24T03:06:09.258097,2014-06-24T03:06:09.258097,TB Home applications 1923 to 1932,TB Home applications 1923 to 1932,,,"This open data file lists the names of returned soldiers suffering from TB who applied to the Queensland War Council for a TB Home between 1923 and 1932. Information also includes the application number, date of statutory declaration and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/e866f868-e11c-4fce-9df7-365b1b8b3452,https://data.qld.gov.au/dataset/e866f868-e11c-4fce-9df7-365b1b8b3452/resource/ea28a8c7-9ebb-4853-8128-f166f12dcdfe/download/tb-home-applications-1923-1932.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-07-01T04:21:24.083543,2015-07-01T04:21:24.083543,Teachers 1860 to 1905,Teachers 1860 to 1905,,,"This open data file alphabetically lists the names of teachers registered by the Boards of Education and subsequently the Public Instruction Department from 1860 to 1905. Information also includes volume, page number and Queensland State Archives’ catalogue details. Note: the resource has been updated with an additional 18,400 entries (August 2016).",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/ca2bf49a-6f27-47b9-8be8-7f09649b97a7,https://data.qld.gov.au/dataset/ca2bf49a-6f27-47b9-8be8-7f09649b97a7/resource/89c60504-76f5-4a71-98e6-9179c87b1a91/download/combined-teachers-index-1860-1905.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-11-03T04:23:36.878067,2014-11-03T04:23:36.878067,Toowoomba Girls Reformatory admissions 1881 to 1903,Toowoomba Girls Reformatory admissions 1881 to 1903,,,"This open data file lists the names of each of the girls who entered the Industrial School for Girls, Toowoomba for the period 1881 to 1903. Information also includes admission number, age, where born, date of admission and Queensland State Archive’s catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/a7f789f9-0297-42b5-bbfc-171d9e620562,https://data.qld.gov.au/dataset/a7f789f9-0297-42b5-bbfc-171d9e620562/resource/be8a7998-1915-4561-9460-1ef346a68004/download/toowoomba-girls-reformatory-admissions-1881---1903.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-11-03T04:42:18.318149,2014-11-03T04:42:18.318149,Toowoomba Girls Reformatory discharges 1882 to 1903,Toowoomba Girls Reformatory Discharges 1882 to 1903,,,"This open data file lists the names of each of the girls who were discharged from the Industrial School for Girls, Toowoomba for the period 1882 to 1903. Information also includes registered number, the date of discharge and the Queensland State Archive’s catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/43182766-d54e-4545-a15e-59547c42a916,https://data.qld.gov.au/dataset/43182766-d54e-4545-a15e-59547c42a916/resource/47468916-6c50-4122-8399-d37dc85160d8/download/toowoomba-girls-reformatory-discharges-1882-1903.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-07-02T05:56:20.432900,2015-07-02T05:56:20.432900,Toowoomba prison records 1864 to 1906,"Female prisoners admitted, Toowoomba 1887-1891",,,"This open data file lists the names of female prisoners admitted to HM Gaol (later Prison) Toowoomba from 1887 to 1891.  Information also includes aliases, date of sentence, date of receipt into the gaol and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de/resource/226194c4-116d-47a8-a474-131f25f7f93c/download/female-prisoners-admitted-toowoomba-1887-1891.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-07-02T05:53:28.223230,2015-07-02T05:53:28.223230,Toowoomba prison records 1864 to 1906,"Prisoners admitted, Toowoomba 1895-1906",,,"This open data file lists the names of male and female prisoners admitted to HM Gaol (later Prison) Toowoomba from 1895 to 1906. Information also includes aliases, prisoner number, date of conviction and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de/resource/9618a129-4778-4c59-9c5b-c4ff47a180e2/download/prisoners-admitted-toowoomba-1895-1906.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-11T03:08:55.235728,2017-01-11T03:08:55.235728,Toowoomba prison records 1864 to 1906,"Prisoners discharged, Toowoomba 1869-1879",,,"This open data file lists the names of prisoners discharged from HM Gaol (later Prison) Toowoomba from 1869 to 1879. Information also includes aliases, gaol number, date discharged, and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de/resource/c1828191-1d4a-4518-b638-79fa5295cfe7/download/prisoners-discharged-toowoomba-1869-1879.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-07-01T23:05:50.004258,2015-07-01T23:05:50.004258,Toowoomba prison records 1864 to 1906,"Prisoners tried, Toowoomba 1864-1903",,,"This open data file lists the names of prisoners tried at criminal sittings  at Toowoomba and other regional courts in south east Queensland.  Information also includes aliases, the court and date of sitting and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de,https://data.qld.gov.au/dataset/0f17f39e-d89a-4ab1-8ee9-62387380d4de/resource/96c31de0-78da-4754-8793-750e370a3fdc/download/prisoners-tried-toowoomba-1864-1903.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-06-01T05:09:53.655770,2015-06-01T05:09:53.655770,Transfer of runs 1848 to 1874,Transfer of runs 1848 to 1874,,,"This open data file lists the names of transferees and the names of runs for transfers from land agents to early settlers, or between the Commissioners of Crown Lands, in the Moreton District from 1848 to 1874. Details include the letter number/s, Land Agent’s District, date and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/53bffe22-95e2-4c99-a410-7d74266a03ed,https://data.qld.gov.au/dataset/53bffe22-95e2-4c99-a410-7d74266a03ed/resource/d2d5b14a-f5c5-4a08-90cb-714b322c8b59/download/transfer-of-runs-1848-1874.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2013-03-04T00:28:16.883353,2013-03-04T00:28:16.883353,Trustee files 1889 to 1929,Trustees files 1889 to 1929,,,"This open data file lists the names of deceased persons where a trust was established for their estate under the Trustees Act of 1889. Information includes the date of death, trustee file number, equity file number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be/resource/0670ed05-f1a7-4b96-bd26-caa3f474e077/download/trustee-files-1889-1929.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-06-24T03:17:48.450047,2014-06-24T03:17:48.450047,Wills 1857 to 1940,Wills 1857 to 1900,,,"This open data file lists the names of deceased where the estate was administered by the Executors appointed in the will or by an appointed administrator (other than the Public Curator) as approved by the Supreme Court Districts of Queensland (Northern, Central and Southern) between 1857 and 1900. Information also includes the court district, will number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce/resource/cab17839-5294-4fd0-aecd-c3b4c6cf7cdc/download/wills-1857-to-1940.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2017-01-11T03:34:18.112435,2017-01-11T03:34:18.112435,Wills 1857 to 1940,Wills 1857 to 1940,,,"This open data file lists the names of deceased where the estate was administered by the Executors appointed in the will or by an appointed administrator (other than the Public Curator) as approved by the Supreme Court Districts of Queensland (Northern, Central and Southern) between 1857 and 1940. Information also includes the court district, will number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce/resource/d595bb3e-7c7c-435e-b08d-448ed5f5fa23/download/wills-1857-1940.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2014-06-24T03:19:11.124306,2014-06-24T03:19:11.124306,Wills 1857 to 1940,Wills 1901 to 1940,,,"This open data file lists the names of deceased where the estate was administered by the Executors appointed in the will or by an appointed administrator (other than the Public Curator) as approved by the Supreme Court of Queensland Southern District between 1901 and 1940. Information also includes the court district, will number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce,https://data.qld.gov.au/dataset/3242a20a-b0aa-4b6e-94e7-04279506d7ce/resource/58e9f27a-03ab-4e28-8583-c09662be18d1/download/wills-1901-to-1940.csv,200
data.qld.gov.au,Housing and Public Works,info@archives.qld.gov.au,2015-11-24T05:33:19.638918,2015-11-24T05:33:19.638918,Windsor Town Council Honour Roll 1914 to 1925,Windsor Town Council Honour Roll 1914 to 1925,,,"This open data file lists the names of civilians serving in the First World War as recorded in the Windsor Town Council Honour Roll for the period 1914 to 1925 . Information also includes the rank, honours, Service Number and Queensland State Archives' catalogue details.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67/resource/f0c7c4fa-b5b6-434f-b098-3275cb3fb361/download/windsor-honour-roll-1914-1925.csv,200
data.qld.gov.au,Housing and Public Works,web@archives.qld.gov.au,2018-01-19T04:16:09.724309,2018-01-19T04:16:09.724309,Writs 1857-2008,Writs 1857-2008,,,"Civil actions brought before the Supreme Court, Southern District, Brisbane.",csv,Creative Commons Attribution 4.0,https://data.qld.gov.au/dataset/f93dfe6f-d377-410f-86ea-adfa24fc7c0c,https://data.qld.gov.au/dataset/f93dfe6f-d377-410f-86ea-adfa24fc7c0c/resource/411a08c5-05d2-485f-b3c0-6ee1e1b2252d/download/writs-1857-2008.csv,200
data.gov.au,LINC Tasmania,LINC Tasmania,2017-07-14T09:41:38.726295,2017-07-14T09:41:38.726295,Bankruptcy (1821-1928),Bankruptcy - CSV,1821,1928,,csv,Creative Commons Attribution 2.5 Australia,https://data.gov.au/dataset/b0627a17-6783-4c18-a83e-11aa7e22e50e,https://data.gov.au/dataset/b0627a17-6783-4c18-a83e-11aa7e22e50e/resource/1505870e-fce6-4fab-a0b6-9b29d3ff9ace/download/bankruptcy.csv,200
data.gov.au,LINC Tasmania,LINC Tasmania,2017-07-14T09:42:18.057977,2017-07-14T09:42:18.057977,Bankruptcy (1821-1928),Bankruptcy - JSON,1821,1928,,json,Creative Commons Attribution 2.5 Australia,https://data.gov.au/dataset/b0627a17-6783-4c18-a83e-11aa7e22e50e,https://data.gov.au/dataset/b0627a17-6783-4c18-a83e-11aa7e22e50e/resource/b52db4c3-1c82-4dd4-876f-6b9dde3816b5/download/bankruptcy.json,200
