dataset_title,publisher,author,dataset_issued,dataset_modified,dataset_description,source,info_url,start_date,end_date,file_title,download_url,format,file_description,file_created,file_modified,file_size,licence
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,April 2014 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/1dcd803e-fe21-4abc-a9c1-6e1141f90f89/download/catalogue-searches-2014-04-april.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during April 2014.,2019-06-18T06:59:59.238114,2019-06-18T00:00:00,116 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,March 2014 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/a457d20b-57e7-495f-81f6-3112dc34a17f/download/catalogue-searches-2014-03-march.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during March 2014.,2019-06-18T07:00:42.480309,2019-08-27T02:27:54.619486,122.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,February 2014 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/acdd0911-f1bc-4a01-8338-a71d0422a8ca/download/catalogue-searches-2014-02-february.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during February 2014.,2019-06-18T07:01:37.578142,2019-08-27T02:29:05.593575,107 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,January 2014 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/cbb65b1f-c05e-4c98-ba50-2dfb70b64638/download/catalogue-searches-2014-01-january.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during January 2014.,2019-06-18T07:02:35.251930,2019-06-18T00:00:00,119.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,December 2013 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/d3fcbc5a-ced9-48b5-97b6-b271c1ac6146/download/catalogue-searches-2013-12-december.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during October 2013.,2019-06-18T07:03:20.282282,2019-06-18T00:00:00,123 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,November 2013 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/ca5dbe95-ed16-4bd1-b97b-71d7224d7f0e/download/catalogue-searches-2013-11-november.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during November 2013.,2019-06-18T07:04:02.003623,2019-08-27T02:32:33.293892,122 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,October 2013 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/ea9e35b7-4af2-4661-b9a7-1c0c1405d0d6/download/catalogue-searches-2013-10-october.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during October 2013.,2019-06-18T07:04:49.421036,2019-08-27T02:33:40.501916,129 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,July 2013-June 2014 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/34368f99-0aef-4bd2-be68-1a72c937e858/download/catalogue-searches-2013-07-2014-06.csv,CSV,"The text strings searched and count of recurring searches in the State Library’s online catalogue between July 2013 and June 2014. While most of the data in this dataset is compiled monthly, this data file only provides search strings and counts of recurring searches for the financial year as a whole.",2013-05-29T01:14:09.943589,2019-08-27T02:36:19.061657,1 MiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,April 2011 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/baf87a8b-0b83-4e93-b61c-146e03490b18/download/catalogue-searches-2011-04-april.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during April 2011.,2019-06-18T07:06:47.211380,2019-06-18T00:00:00,55 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,March 2011 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/2b74c5f7-02c4-470c-a1be-502f5395d1f1/download/catalogue-searches-2011-03-march.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during March 2011.,2019-06-18T07:07:53.300227,2019-06-18T00:00:00,92.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,February 2011 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/73ef3b9b-769c-4afd-a8a4-2d9cf880df11/download/catalogue-searches-2011-02-february.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during February 2011.,2019-06-18T07:08:43.040943,2019-06-18T00:00:00,81.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,January 2011 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/ac7dcf1c-0e28-41df-9bfe-f6fe70d8239a/download/catalogue-searches-2011-01-january.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during January 2011.,2019-06-18T07:09:27.137994,2019-06-18T00:00:00,77.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,December 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/0a4ef47d-1746-42eb-a804-e69295808ffb/download/catalogue-searches-2010-12-december.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during December 2010.,2019-06-18T07:10:11.548515,2019-06-18T00:00:00,75.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,November 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/c9fdce04-1a07-434b-b11e-73ff992e015f/download/catalogue-searches-2010-11-november.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during November 2010.,2019-06-18T07:11:15.657671,2019-06-18T00:00:00,9.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,October 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/837afd22-3dc6-4af4-98ba-078db502451e/download/catalogue-searches-2010-10-october.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during October 2010.,2019-06-18T07:12:19.576590,2019-06-18T00:00:00,86.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,September 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/3cae9425-70b7-4d14-8592-1f1a7b637c27/download/catalogue-searches-2010-09-september.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during September 2010.,2019-06-18T07:13:06.700948,2019-06-18T00:00:00,90.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,August 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/6773f791-13ff-46ba-9b96-432a3a47aeec/download/catalogue-searches-2010-08-august.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during August 2010.,2019-06-18T07:13:52.258273,2019-08-27T05:31:04.431806,92 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,July 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/a4d69860-1df6-4c3a-917d-6808e9446fe5/download/catalogue-searches-2010-07-july.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during July 2010.,2019-06-18T07:14:40.416723,2019-06-18T00:00:00,88.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,June 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/4359f98b-e2e4-4deb-adaa-2235317a69bf/download/catalogue-searches-2010-06-june.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during June 2010.,2019-06-18T07:30:56.381493,2019-06-18T00:00:00,88 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,May 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/41ecc330-ab5a-4ccd-80cb-2de4fd5f5f23/download/catalogue-searches-2010-05-may.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during May 2010.,2019-06-18T07:31:42.825184,2019-08-27T05:37:01.866831,91 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,April 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/7bbba35e-501a-46fb-a591-1430c9687928/download/catalogue-searches-2010-04-april.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during April 2010.,2019-06-18T07:32:26.813736,2019-06-18T00:00:00,88 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,March 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/4fb5344d-31ca-4c8f-b9a9-a7354f2c5c07/download/catalogue-searches-2010-03-march.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during March 2010.,2019-06-18T07:35:27.377703,2019-06-18T00:00:00,89 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,February 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/cc005d4e-9b80-4ce5-8681-24c455c05f5c/download/catalogue-searches-2010-02-february.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during February 2010.,2019-06-18T07:36:41.606557,2019-08-27T05:40:02.784537,80 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,January 2010 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/03cd19ed-f2c4-4bc3-aaa6-cc8e5fb4eb6e/download/catalogue-searches-2010-01-january.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during January 2010.,2019-06-18T07:37:30.713770,2019-06-18T00:00:00,87 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,December 2009 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/053df27d-9e16-46cf-a73d-cf49390ef7bf/download/catalogue-searches-2009-12-december.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during December 2009.,2019-06-18T07:38:22.253812,2019-06-18T00:00:00,90.5 KiB,Creative Commons Attribution 4.0
State Library of Queensland - Catalogue searches,State Library of Queensland,opendata@slq.qld.gov.au,2012-12-07T05:55:14.502123,2020-12-09T05:49:18.644292,"This open data file contains the text strings searched in the State Library’s online catalogue each month with the total number of times each text string was searched during the month.

The State Library’s online catalogue is openly available at http://onesearch.slq.qld.gov.au. Users search the catalogue remotely and onsite in the library to find digital and physical collection materials and access subscription databases. State Library collections include photographs, newspapers, video, audio, books, online training, music, maps, 3D objects, journals, websites and more. At the end of the month, the raw search data from the catalogue is exported and analysed to count recurring searches.",data.qld.gov.au,https://data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b,,,November 2009 Catalogue searches,https://www.data.qld.gov.au/dataset/cebb997c-1c42-4eb2-9039-8fa1b645db0b/resource/2ee91c64-977d-4f32-8534-9c4f697b88c3/download/catalogue-searches-2009-11-november.csv,CSV,The text strings searched and count of recurring searches in the State Library’s online catalogue during November 2009.,2019-06-18T07:39:53.464245,2019-06-18T00:00:00,85.5 KiB,Creative Commons Attribution 4.0
